3 21232 0 1
1 4.433000e-01 0.000000e+00 5.684342e-17
2 4.315000e-01 -1.180000e-02 -1.180000e-02
3 4.198000e-01 -2.350000e-02 -2.350000e-02
4 4.056000e-01 -3.770000e-02 -2.350000e-02
5 3.915000e-01 -5.180000e-02 -2.350000e-02
6 3.773000e-01 -6.600000e-02 -2.350000e-02
7 3.632000e-01 -8.010000e-02 -2.350000e-02
8 3.490000e-01 -9.430000e-02 -2.350000e-02
9 3.349000e-01 -1.084000e-01 -2.350000e-02
10 3.207000e-01 -1.226000e-01 -2.350000e-02
11 3.065000e-01 -1.367000e-01 -2.350000e-02
12 2.924000e-01 -1.509000e-01 -2.350000e-02
13 2.782000e-01 -1.650000e-01 -2.350000e-02
14 2.641000e-01 -1.792000e-01 -2.350000e-02
15 2.499000e-01 -1.933000e-01 -2.350000e-02
16 2.358000e-01 -2.075000e-01 -2.350000e-02
17 2.216000e-01 -2.216000e-01 -2.350000e-02
18 2.075000e-01 -2.358000e-01 -2.350000e-02
19 1.933000e-01 -2.499000e-01 -2.350000e-02
20 1.792000e-01 -2.641000e-01 -2.350000e-02
21 1.650000e-01 -2.782000e-01 -2.350000e-02
22 1.509000e-01 -2.924000e-01 -2.350000e-02
23 1.367000e-01 -3.065000e-01 -2.350000e-02
24 1.226000e-01 -3.207000e-01 -2.350000e-02
25 1.084000e-01 -3.349000e-01 -2.350000e-02
26 9.430000e-02 -3.490000e-01 -2.350000e-02
27 8.010000e-02 -3.632000e-01 -2.350000e-02
28 6.600000e-02 -3.773000e-01 -2.350000e-02
29 5.180000e-02 -3.915000e-01 -2.350000e-02
30 3.770000e-02 -4.056000e-01 -2.350000e-02
31 2.350000e-02 -4.198000e-01 -2.350000e-02
32 1.180000e-02 -4.315000e-01 -1.180000e-02
33 0.000000e+00 -4.433000e-01 -3.126388e-14
34 1.430000e-02 -4.290000e-01 0.000000e+00
35 2.860000e-02 -4.147000e-01 0.000000e+00
36 4.290000e-02 -4.004000e-01 0.000000e+00
37 5.720000e-02 -3.861000e-01 0.000000e+00
38 7.150000e-02 -3.718000e-01 0.000000e+00
39 8.580000e-02 -3.575000e-01 0.000000e+00
40 1.001000e-01 -3.432000e-01 0.000000e+00
41 1.144000e-01 -3.289000e-01 0.000000e+00
42 1.287000e-01 -3.146000e-01 0.000000e+00
43 1.430000e-01 -3.003000e-01 0.000000e+00
44 1.573000e-01 -2.860000e-01 0.000000e+00
45 1.716000e-01 -2.717000e-01 0.000000e+00
46 1.859000e-01 -2.574000e-01 0.000000e+00
47 2.002000e-01 -2.431000e-01 0.000000e+00
48 2.145000e-01 -2.288000e-01 0.000000e+00
49 2.288000e-01 -2.145000e-01 0.000000e+00
50 2.431000e-01 -2.002000e-01 0.000000e+00
51 2.574000e-01 -1.859000e-01 0.000000e+00
52 2.717000e-01 -1.716000e-01 0.000000e+00
53 2.860000e-01 -1.573000e-01 0.000000e+00
54 3.003000e-01 -1.430000e-01 0.000000e+00
55 3.146000e-01 -1.287000e-01 0.000000e+00
56 3.289000e-01 -1.144000e-01 0.000000e+00
57 3.432000e-01 -1.001000e-01 0.000000e+00
58 3.575000e-01 -8.580000e-02 0.000000e+00
59 3.718000e-01 -7.150000e-02 0.000000e+00
60 3.861000e-01 -5.720000e-02 0.000000e+00
61 4.004000e-01 -4.290000e-02 0.000000e+00
62 4.147000e-01 -2.860000e-02 0.000000e+00
63 4.290000e-01 -1.430000e-02 0.000000e+00
64 2.260000e-02 -4.206000e-01 -1.010000e-02
65 3.420000e-02 -4.090000e-01 -1.180000e-02
66 4.206000e-01 -2.260000e-02 -1.010000e-02
67 4.090000e-01 -3.420000e-02 -1.180000e-02
68 4.770000e-02 -3.956000e-01 -1.170000e-02
69 3.956000e-01 -4.770000e-02 -1.170000e-02
70 6.170000e-02 -3.816000e-01 -1.170000e-02
71 3.816000e-01 -6.170000e-02 -1.170000e-02
72 7.580000e-02 -3.674000e-01 -1.170000e-02
73 3.674000e-01 -7.580000e-02 -1.170000e-02
74 9.010000e-02 -3.532000e-01 -1.170000e-02
75 3.532000e-01 -9.010000e-02 -1.170000e-02
76 1.043000e-01 -3.390000e-01 -1.170000e-02
77 3.390000e-01 -1.043000e-01 -1.170000e-02
78 1.185000e-01 -3.247000e-01 -1.170000e-02
79 3.247000e-01 -1.185000e-01 -1.170000e-02
80 1.328000e-01 -3.105000e-01 -1.170000e-02
81 3.105000e-01 -1.328000e-01 -1.170000e-02
82 1.470000e-01 -2.963000e-01 -1.170000e-02
83 2.963000e-01 -1.470000e-01 -1.170000e-02
84 2.821000e-01 -1.612000e-01 -1.170000e-02
85 1.612000e-01 -2.821000e-01 -1.170000e-02
86 2.678000e-01 -1.754000e-01 -1.170000e-02
87 1.754000e-01 -2.679000e-01 -1.170000e-02
88 2.536000e-01 -1.896000e-01 -1.170000e-02
89 1.893000e-01 -2.539000e-01 -1.170000e-02
90 2.396000e-01 -2.036000e-01 -1.170000e-02
91 2.028000e-01 -2.404000e-01 -1.170000e-02
